sum_cleanup_funding,Cleanup Completion Date,avg_acres_cleaned,avg_acres_grn_created,ACRES Property ID,2010 # Below Poverty,2010 # Low Income,2010 # Unemployed,2010 # Vacant Housing,2010 % Below Poverty,2010 % Low Income,2010 % Unemployed,2010 % Vacant Housing,2010 Median Income,Cntmnt Clnd Up-Arsenic,Cntmnt Clnd Up-Asbestos,Cntmnt Clnd Up-Cadmium,Cntmnt Clnd Up-Chromium,Cntmnt Clnd Up-Copper,Cntmnt Clnd Up-Ctrl Sbstncs,Cntmnt Clnd Up-Iron,Cntmnt Clnd Up-Lead,Cntmnt Clnd Up-Mercury,Cntmnt Clnd Up-Nickel,Cntmnt Clnd Up-None,Cntmnt Clnd Up-Other,Cntmnt Clnd Up-Other (Descr),Cntmnt Clnd Up-Other Metals,Cntmnt Clnd Up-PAHs,Cntmnt Clnd Up-PCBs,Cntmnt Clnd Up-Pesticides,Cntmnt Clnd Up-Petroleum,Cntmnt Clnd Up-SVOCs,Cntmnt Clnd Up-Selenium,Cntmnt Clnd Up-Unknown,Cntmnt Clnd Up-VOCs,Cntmnt Fnd-Arsenic,Cntmnt Fnd-Asbestos,Cntmnt Fnd-Cadmium,Cntmnt Fnd-Chromium,Cntmnt Fnd-Copper,Cntmnt Fnd-Ctrl Sbstncs,Cntmnt Fnd-Iron,Cntmnt Fnd-Lead,Cntmnt Fnd-Mercury,Cntmnt Fnd-Nickel,Cntmnt Fnd-None,Cntmnt Fnd-Other,Cntmnt Fnd-Other Metals,Cntmnt Fnd-PAHs,Cntmnt Fnd-PCBs,Cntmnt Fnd-Pesticides,Cntmnt Fnd-Petroleum,Cntmnt Fnd-SVOCs,Cntmnt Fnd-Selenium,Cntmnt Fnd-Unknown,Cntmnt Fnd-VOCs,Did Ownership Change,EPA Region,IC Catgry-Enfrcmnt/Prmt Tools,IC Catgry-Govmntal Ctrls,IC Catgry-Informational Dev,IC Catgry-Proprietary Ctrls,ICs in Place?,Institutional Ctrl (ICs) Req?,Media Affected-Air,Media Affected-Bldg Materials,Media Affected-Drnking Water,Media Affected-Ground Water,Media Affected-Indoor Air,Media Affected-Sediments,Media Affected-Soil,Media Affected-Surface Water,Media Affected-Unknown,Media Clnd Up-Air,Media Clnd Up-Bldg Materials,Media Clnd Up-Drnking Water,Media Clnd Up-Ground Water,Media Clnd Up-Indoor Air,Media Clnd Up-Sediments,Media Clnd Up-Soil,Media Clnd Up-Surface Water,Media Clnd Up-Unknown,Other Media Ind,Ownership Entity,Past Use: Commercial (arces),Past Use: Greenspace (arces),Past Use: Industrial (arces),Past Use: Multistory (arces),Past Use: Residential (arces),Photographs are available,Property Size,Radius,Ready For Reuse Ind,SFLLP fact into the ownership
1050000,12/15/2006,0.5,,15821,858,1505,379,429,20.71,36.34,9.15,14.8,2361,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,10,,Y,,,Y,Y,Y,,,,,,Y,,,Y,,,,,,Y,,,,Private,,,1.11,,,Y,1.11,0.5,Y,Y
1089000,06/30/2006,2.5,3,15829,2663,3962,761,205,47.92,71.3,13.69,11.45,8669,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,N,1,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,7,,,,,N,7,0.5,Y,
415000,10/15/2005,2.62,,15840,900,2465,381,212,15.24,41.74,6.45,12.05,12645,,,,,,,,Y,,,,,,Y,,,,Y,,,,Y,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,Y,9,Y,,Y,Y,Y,Y,,,,,,,Y,Y,,,,,,,,Y,Y,,,Private,,,2.62,,,Y,2.62,0.5,Y,N
1365500,12/14/2005,2.08,,15850,552,1639,231,142,9.51,28.23,3.98,5.48,18752,,,,,,,,Y,,,,,,Y,Y,,,Y,,,,,,,,,,,,Y,,,,,Y,Y,,,Y,,,,,N,10,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Private,,,,,,Y,2.08,0.5,Y,
1106095,07/27/2005,5.1,,15856,1967,3522,410,341,34.8,62.3,7.25,17.55,3088,,Y,,,,,,Y,,,,,,,Y,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,Y,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,,,,Y,5.1,0.5,Y,Y
340000,03/07/2007,0.28,,15864,604,1139,147,228,31.69,59.76,7.71,19.51,4430,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,10,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.28,,,,,Y,0.28,0.5,Y,
165500,12/21/2009,0.35,,15940,144,561,97,88,5.92,23.08,3.99,7.46,3535,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,1,,,,,,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.25,,,,0.1,Y,0.35,0.5,Y,
200000,06/29/2005,0.5,,16021,726,1221,172,161,38.58,64.88,9.14,16.65,1589,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,5,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,0.5,0.5,Y,
212479,06/15/2015,1.33,,16084,64,173,21,68,15.42,41.69,5.06,30.37,1128,,Y,,,,,,Y,,,,Y,Universal Wastes,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,N,1,,,Y,Y,N,Y,Y,Y,,,,,Y,,,Y,Y,,,,,Y,,,,Government,,,1.33,,,Y,1.33,0.5,N,
156200,10/31/2005,2.69,,16148,4,8,1,5,12.12,24.24,3.03,20.32,2781,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,10,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,,2.69,,,,,Y,6.89,0.5,Y,
103608.01,08/09/2006,5.64,,16153,1273,2938,435,201,24.85,57.35,8.49,11.04,7213,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,Y,Y,Y,,Y,,,,Y,N,1,,,,,U,N,,,,,,Y,Y,,,,,,,,,,,,,Government,5.64,,,,,Y,5.64,0.5,Y,
130000,09/30/2005,140,,16622,13,23,1,1,37.14,65.71,2.86,10.14,67,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,N,9,,,,,U,N,Y,,,Y,,,Y,,,Y,,,Y,,,Y,,,,Government,,,,,,Y,140,0.5,Y,
465814.29,08/25/2009,1.6,,16701,570,1582,119,54,18.32,50.84,3.82,3.17,5824,,,,,,,,,,,,Y,CVOCs,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,,,,Y,1.6,0.5,Y,Y
555477,04/30/2012,0.44,,17021,1266,1704,317,226,48.65,65.49,12.18,16.81,1530,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,,4,,,,,,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,,,,,0.44,0.5,Y,
87907,11/05/2010,1.1,,18984,1322,1724,265,235,63.1,82.29,12.65,23.8,1525,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,9,,,,,N,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,1.11,,,,,Y,1.11,0.5,Y,N
197996,04/02/2009,0.5,,20261,1058,1996,245,281,34.85,65.74,8.07,19.69,2772,,,,,,,,,,,,Y,Antifreeze,,Y,,,Y,,,,Y,,,,,,,,,,,,Y,,Y,,,Y,,,,Y,N,6,,,,,,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,,,,,0.5,0.5,Y,
168000,06/09/2006,0.35,,20901,857,1609,219,57,31.37,58.89,8.02,5.02,866,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,N,10,,,Y,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.35,,,,,Y,0.35,0.5,Y,
330251,09/24/2009,14.75,,21421,891,1965,205,332,19.12,42.16,4.4,14.89,4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,3,,,,,,N,,,,Y,,,,Y,,,,,Y,,,,Y,,,Private,,,14.75,,,Y,14.75,0.5,Y,N
200000,09/17/2008,0.1,,21501,93,330,82,169,4.09,14.52,3.61,15.09,8099,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,,N,1,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Private,,,2,,,,2.27,0.5,Y,
247640,09/27/2009,18,,21921,362,994,115,137,20.57,56.48,6.53,14.67,3367,,,,,,Y,,Y,,,,,,Y,Y,,,Y,,,,Y,,,,,,Y,,Y,,,,,Y,Y,,,Y,,,,Y,N,5,,Y,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,15,,,Y,15,0.5,Y,N
39000,02/01/2006,0.33,,22001,907,1473,109,365,42.78,69.48,5.14,23.92,1022,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,3,,,,,U,N,,,,,,,,,,,,,,,,,,,Y,Government,0.33,,,,,Y,0.33,0.5,Y,
1029487,08/27/2008,5.8,5.8,23021,180,302,45,78,28.66,48.09,7.17,19.54,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,,,Y,N,6,,Y,Y,Y,Y,Y,,,,Y,,,Y,Y,,,,,,,,Y,,,,Government,5.8,,,,,Y,5.8,0.5,Y,
240000,07/09/2007,4,0.5,23362,3,10,3,4,1.92,6.41,1.92,5.78,1437,,Y,,,,,,,,,,Y,"glass, concrete, ceramics, asphalt, slag, shale, brick, paint, tarry debris",,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,,,Y,5,,Y,Y,,U,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,,,,Y,4,0.5,N,U
256844,06/14/2010,0.3,,25566,1178,1491,191,247,47.73,60.41,7.74,14.9,2777,,Y,,,,,,Y,,,,,,,Y,,,Y,Y,,,Y,,Y,,,,,,Y,,,,,,Y,,,Y,Y,,,Y,N,5,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,1.3,,,Y,1.3,0.5,Y,N
10200,09/30/2004,1,,25961,22,31,1,2,44,62,2,14.05,267,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,,N,Y,,,,,,,,,Y,,,,,,,,,,Government,1,,,,,Y,1,0.5,Y,
8523,05/16/2004,11,11,26324,16,71,6,20,10.88,48.3,4.08,22.99,625,,Y,,,,,,,,,,Y,Antifreeze,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,N,8,,Y,,,N,Y,,,,Y,,Y,Y,,,,,,Y,,Y,Y,,,,Government,,,,,,Y,11,0.5,N,
174799,09/28/2009,58,58,26402,,,,,,,,,,,,,,,,,Y,,,,Y,"antimony, arsenic, cadmium, copper, manganese, mercury, silver, and zinc",,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,N,10,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,58,,,Y,58,0.5,Y,
970000,04/01/2008,1.28,,26821,885,2224,336,746,11.34,28.49,4.3,15.14,17668,,Y,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,Y,,,,,,Y,,,,,,Y,,,Y,,,,Y,N,9,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,1.28,,,Y,1.28,0.5,Y,N
20068,09/28/2012,0.04,,27321,1585,2314,508,1157,32.46,47.39,10.4,35.28,8948,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,7,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,0.35,,,,,Y,0.35,0.5,Y,
2000000,07/07/2007,5.7,,27481,2337,4231,461,318,34.04,61.63,6.72,13.98,7554,,Y,,,,,,Y,,,,,,Y,Y,,,Y,,,,Y,,Y,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,N,5,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,5.7,,,Y,5.7,0.5,Y,N
50000,04/01/2007,0.15,,27761,951,1468,109,289,44.34,68.44,5.08,17.47,1655,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,3,,,,,U,N,,,,,,,,,,,,,,,,,,,Y,Government,0.15,,,,,Y,0.15,0.5,Y,N
980889,12/31/2008,0.09,,28641,3885,5904,586,561,32.14,48.84,4.85,9.44,3893,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,N,10,,,,,N,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.09,,,,,Y,0.16,0.5,Y,N
49781,09/15/2006,0.5,,29123,68,106,6,291,18.13,28.27,1.6,62.55,4108,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,N,1,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,0.89,,,,0.89,0.5,Y,
95628309,11/07/2011,7.5,,29262,636,1168,221,90,35.45,65.11,12.32,10.86,3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,4,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,8.8,,,Y,8.8,0.5,Y,N
35000,11/13/2017,0.25,,29841,416,1116,138,225,14.55,39.03,4.83,17.83,9010,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,5,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,0.5,,0.5,,,Y,1,0.5,Y,
24750,11/07/2006,0.1,,30242,11,20,2,5,16.67,30.3,3.03,15.87,501,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,,N,Y,,,,,,,,,Y,,,,,,,,,,Government,,,,,,Y,0.3,0.5,Y,
208186,11/30/2014,5,,30401,4,9,2,2,21.05,47.37,10.53,23.45,570,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,Y,,,Y,,,,,N,10,,Y,,,Y,Y,,Y,,Y,,,Y,,,,,,,,,,,,,Government,,,,,,,10,0.5,Y,
240000,09/19/2011,9.5,,31901,686,1852,309,262,16.71,45.1,7.53,14.55,7355,,,,,,,,,,,,Y,debris,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,,Y,N,3,,Y,Y,,N,Y,,,,Y,,Y,Y,Y,,,,,,,,,,,,Government,9.5,,,,,Y,9.5,0.5,N,
28556,07/24/2004,5,,33021,32,106,6,33,8.21,27.18,1.54,17.14,707,,Y,,,,,,Y,,,,Y,Antifreeze,Y,Y,Y,,Y,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,,,,Y,Y,1,,,,,U,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,,,,Y,7,0.5,N,N
1,08/19/2003,9.48,,33721,29,63,2,5,9.35,20.32,0.65,4.17,782,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,6,,,,,U,U,,,,,,,,,Y,,,,,,,,,,,Government,,,,,,Y,9.48,0.5,N,
302971,04/18/2006,2,,34361,117,298,11,39,12.72,32.39,1.2,8.1,15822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y,8,,,,,N,N,,,,,,,Y,,,,,,,,,,,,,Government,,,,,,N,2,0.5,Y,Y
400000,08/01/2006,3.1,,34701,6,9,2,1,40,60,13.33,10.86,56,,,,,,,,Y,,,,Y,Antifreeze,Y,Y,,,Y,,,,Y,,,,,,,,Y,,,,Y,Y,Y,,,Y,,,,Y,Y,5,,,,,U,N,Y,,,Y,,,Y,,,Y,,,Y,,,Y,,,,,,,,,,Y,3.87,0.5,Y,Y
26681.18,12/31/2005,1,,35321,130,309,24,69,12.4,29.48,2.29,13.06,2226,,Y,,,,,,,,,,,,Y,,Y,,Y,,,,,,Y,,,,,,,,,,,Y,,Y,,Y,,,,,N,1,,,,,U,N,,,,,,,,,,,,,,,,,,,Y,Private,,,,,,N,1,0.5,Y,
18476.24,01/13/2006,0.5,,35901,0,26,0,10,0,20.16,0,16.34,1466,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,N,1,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Private,,90,,,10,Y,100,0.5,Y,
110000,11/17/2009,0.87,,36166,1,3,0,0,14.29,42.86,0,0,169,,Y,,,,,,,,,,,,Y,,Y,,Y,,,,Y,,Y,,,,,,,,,,,Y,,Y,,Y,,,,Y,N,1,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,0.87,,,,,Y,0.87,0.5,Y,N
300000,06/30/2007,2.65,,36521,605,921,72,189,34.51,52.54,4.11,20.9,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,5,,,,,,N,,,,,,,Y,,,,,,,,,,,,,Government,2.65,,,,,Y,2.65,0.5,Y,Y
4741,03/29/2006,0.5,,38221,2020,3165,399,547,45.33,71.03,8.95,21.65,1618,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,4,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Private,,,,,0.5,Y,0.5,0.5,Y,
200000,08/06/2013,2.89,,38661,124,165,18,63,10.4,13.84,1.51,9.28,17143,,,,,,,,Y,Y,,,,,Y,Y,Y,,Y,,,,,,,,,,,,Y,Y,,,Y,Y,Y,Y,,Y,,,,,N,10,,,,Y,Y,Y,,,,Y,,Y,Y,,,,,,,,Y,Y,,,,Government,,,1.82,,,Y,2.89,0.5,Y,
240000,03/05/2020,1.98,,39281,68,240,16,99,12.41,43.8,2.92,26.34,285,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,Y,,,,,Y,,,Y,Y,,,Private,,,1.98,,,Y,1.98,0.5,Y,N
6340,09/21/2006,1,,39864,,,,,,,,,,,,,,,,,Y,,,,Y,Antifreeze,,,,,Y,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,,,,Y,N,10,,,,,,N,,,,,,Y,Y,,,,,,,,Y,Y,,,,Government,,,,,,Y,1,0.5,Y,
85358.31,09/30/2006,87,,40461,56,84,11,4,27.59,41.38,5.42,5.17,1621,,,,,,,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,N,10,,,,,U,N,,,,,,,,,Y,,,,,,,,,Y,,Government,,,,,,,87,0.5,Y,
3189000,06/30/2006,14,,40701,83,444,51,83,8.41,44.98,5.17,14.93,631,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,N,3,,,Y,,N,Y,,,,,,,,,,Y,,,,,,Y,,,,Government,,,14,,,Y,14,0.5,N,
124108,02/28/2006,0.56,,40801,195,734,64,76,12.28,46.22,4.03,11.39,4151,,Y,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,Y,,,,,,Y,,,,,,Y,,,Y,,,,Y,N,5,,Y,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,,Y,0.56,0.5,Y,
240000,10/15/2013,0.44,,41003,89,338,90,97,4.89,18.57,4.95,11.29,11034,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,9,,Y,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,0.44,,,Y,0.44,0.5,Y,
223354.57,08/24/2006,0.25,,41782,3311,5928,690,591,33.13,59.31,6.9,11.58,7461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,5,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Government,,,,,,Y,0.25,0.5,Y,
100,06/30/2009,0.01,2.1,41901,127,269,23,60,21.03,44.54,3.81,22.32,1657,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,N,3,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,3.8,0.5,Y,
126416,11/03/2011,7.5,,42281,706,989,132,386,24.69,34.58,4.62,19.7,17595,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,N,4,,Y,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,7.5,N,7.5,0.5,Y,
100000,07/01/2008,5,,42821,10,19,3,7,5.08,9.64,1.52,8.82,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,6,,,,,,N,,,,,,,Y,,,,,,,,,,,,,Government,,1633.17,,,,Y,1643.17,0.5,Y,
46000,07/14/2009,0.3,,43421,464,1146,165,138,15.75,38.9,5.6,9.54,5925,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,Y,Y,7,,,,Y,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Private,1.18,,,,,Y,1.18,0.5,Y,Y
193141,09/30/2016,0.46,,44901,1470,2390,453,251,40.21,65.37,12.39,15.23,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,N,5,,,,,N,N,,,,,,,Y,,,,,,,,,,,,,Government,,,,,,Y,0.46,0.5,Y,
42627.48,07/20/2007,0.28,,45221,20,34,0,78,29.41,50,0,72.58,3412,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,N,1,,,Y,,N,Y,Y,,,,,,,,,,,,,,,,,,,Government,,,0.28,,,Y,0.28,0.5,N,
282734,08/20/2013,0.63,0.63,45602,64,168,9,1,12.36,32.43,1.74,0.56,2960,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,N,1,,,Y,,Y,Y,,,Y,Y,,Y,Y,,,,,Y,Y,,Y,Y,,,,Government,,,0.63,,,Y,0.63,0.5,Y,N
18000,09/30/2007,0.2,,46921,951,1468,109,289,44.34,68.44,5.08,17.47,1655,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,3,,,,,,N,,,,,,,,,,,,,,,,,,,Y,Private,,,,,0.2,Y,0.2,0.5,Y,
1557782,07/31/2013,2.62,,47101,786,1400,170,111,28.72,51.15,6.21,11.51,4354,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,N,5,,,,Y,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Government,2.62,,,,,Y,2.62,0.5,Y,N
2000,02/15/2013,0.38,,47123,672,1418,167,115,22.41,47.28,5.57,10.5,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,Y,5,,,,Y,N,Y,,,,Y,,,Y,,,,,,,,,,,,,Private,0.38,,,,,Y,0.38,0.5,N,Y
89708,02/28/2013,25,,47482,207,453,29,75,23.18,50.73,3.25,18.49,421,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,4,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,23.5,,,Y,25,0.5,Y,
297682,10/02/2015,12,,48561,64,179,18,23,7.14,19.98,2.01,6.7,2507,Y,Y,,,,,,Y,,,,Y,"TKN, fecal coliform, ammonia, ecoli",Y,Y,,Y,,Y,Y,,Y,Y,Y,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,Y,Y,10,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,,,12,,,Y,12,0.5,Y,Y
1,04/19/2011,0.25,,49561,858,1923,201,172,26.82,60.11,6.28,12.16,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,N,6,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Private,0.25,,,,,Y,0.25,0.5,Y,
5523,01/03/2010,1.59,,50001,2094,3749,275,558,31.83,56.99,4.18,18.08,4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,Y,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Government,,,1.59,,,Y,1.59,0.5,Y,N
714293,01/06/2010,1.61,,50161,2175,3895,305,552,32.38,57.99,4.54,18.36,4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,Y,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Government,,,1.61,,,Y,1.61,0.5,Y,N
100000,08/01/2006,4.1,4.1,50361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,N,6,,,,,U,,,,,,,,Y,,,,,,,,,,,,,Private,4.1,,,,,N,4.1,0.5,N,
17000,06/01/2006,0.68,,51663,357,877,95,88,17.7,43.48,4.71,8.23,7075,,,,,,,,Y,,,,,,,,Y,,Y,,,,,,,,,,,,Y,,,,,,Y,Y,,Y,,,,,N,10,,,,,U,N,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,0.68,0.5,Y,
200000,01/19/2009,1,,52321,10,26,4,8,7.58,19.7,3.03,11.94,412,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,N,3,,,,,,N,,,,,,,,,,,,,,,,,,,Y,Government,,,1,,,Y,1,0.5,Y,N
500000,12/20/2010,1.54,0.54,52661,69,219,23,5,10.34,32.83,3.45,1.85,7221,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,N,1,,,Y,,N,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,1.54,,,,Y,1.54,0.5,N,
20000,08/24/2006,0.62,0.5,53741,73,313,20,101,10.78,46.23,2.95,30.69,3861,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,N,4,,,Y,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.62,,,,,Y,0.62,0.5,Y,N
258700,12/26/2019,3.93,,54161,39,115,27,19,6.54,19.3,4.53,5.79,2264,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,N,1,,,,,,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,3.93,,,,,,3.93,0.5,N,
240000,09/30/2007,1.1,,55361,2243,2802,337,293,61.17,76.41,9.19,13.32,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,N,5,,Y,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,1.1,,,,,Y,1.1,0.5,Y,
